Point,apar,EVI2_type_A,EVI2_type_B,EVI2_type_C,fesc_type_A,fesc_type_B,fesc_type_C,FPAR,GPP_CEDAR,GPP_fluxcom,kNDVI_type_B,kNDVI_type_C,LAI,LUE_CEDAR,LUE_fluxcom,NDVI_type_A,NDVI_type_B,NDVI_type_C,new_kNDVI_type_C,NIRv_type_A,NIRv_type_B,NIRv_type_C,NIRvP,NIRvR,par,sif,SIF_yield_P,SIF_yield_R,sifapar
"(60, 38)",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"(60, 39)",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"(60, 40)",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"(60, 41)",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"(60, 42)",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"(60, 43)",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"(60, 44)",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"(60, 45)",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"(60, 46)",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"(60, 47)",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"(60, 48)",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"(60, 49)",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"(60, 50)",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"(60, 51)",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"(60, 52)",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"(60, 53)",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"(60, 54)",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"(60, 55)",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"(60, 56)",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"(60, 57)",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"(60, 58)",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"(60, 59)",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"(60, 60)",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"(60, 61)",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"(60, 62)",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"(60, 63)",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"(60, 64)",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"(60, 65)",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"(60, 66)",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"(60, 67)",1276.6344,0.5752143,0.57174355,0.5686359,0.4357262849807739,0.43215717871983844,0.42737606167793274,0.7144086,108.37228,122.2427,0.5473089,0.55488396,2.57742,0.085051715,0.09582248,0.79072833,0.7847108,0.7916615,0.55488396,0.31115457,0.30858836,0.3052096,556.0275,403.7488,1788.103,0.691338,0.0039774426,0.005278677,0.0005411313
"(60, 68)",1245.5547,0.5889716,0.58667356,0.5835302,0.42859862248102826,0.4266958733399709,0.4220600426197052,0.7493549,113.4683,133.24344,0.5569437,0.5641568,2.617204,0.09153142,0.107772626,0.7982076,0.79365534,0.8002784,0.5641568,0.32103643,0.31970897,0.3162405,538.37537,417.19727,1665.3893,0.7038989,0.0043899682,0.005234321,0.00057162857
"(60, 69)",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"(60, 70)",1398.5609,0.6670306,0.66650754,0.66208273,0.488440344731013,0.48914570609728497,0.483257532119751,0.7764516,115.01545,138.2702,0.61397594,0.6180133,3.0967739,0.08215863,0.0988994,0.8545471,0.8472483,0.851147,0.6180133,0.37928903,0.37980032,0.37520957,666.74896,467.59714,1800.2308,0.87174505,0.004562355,0.00599176,0.00062619563
"(60, 71)",1422.4277,0.6549549,0.6535712,0.64950967,0.4696740508079529,0.46786179145177204,0.46277226010958356,0.7868816,114.76823,138.10356,0.61525553,0.6184612,3.106452,0.08052533,0.09710643,0.848121,0.84789944,0.8508951,0.6184612,0.3694369,0.36804798,0.36406282,667.7277,465.38937,1734.9786,0.84036684,0.00427115,0.0059742085,0.0006240376
"(60, 72)",nan,0.6761697,0.68616056,0.6829073,0.46310808261235553,0.47429893414179486,0.4698588351408641,nan,115.01545,137.67427,0.6085119,0.61496735,3.3500006,0.07711729,0.09242886,0.8471366,0.8418149,0.84780407,0.61496735,0.38429943,0.39367393,0.390007,nan,480.05762,1795.0078,nan,0.0040506427,0.0056911856,0.00060222094
"(60, 73)",nan,nan,0.6924626,nan,0.4714597463607788,0.47625471154848736,0.4727916419506073,nan,114.56885,138.45215,nan,nan,3.2903223,0.08089927,0.097762704,nan,nan,nan,nan,nan,0.39608845,0.3932264,nan,479.958,1701.6139,0.845321,0.0040099537,0.005473888,0.00059705885
"(60, 74)",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"(60, 75)",1391.281,0.68744284,0.68666154,0.68391466,0.49253495534261066,0.49198902646700543,0.4884076813856761,0.80129033,112.55914,137.41483,0.6336648,0.63681483,3.2870967,0.07761154,0.09508135,0.86983275,0.8655526,0.86854887,0.63681483,0.39413628,0.39389017,0.39106968,694.85486,452.3,1811.4147,0.79530597,nan,0.005405225,0.00054913014
"(60, 76)",nan,0.61354345,0.6129976,0.6106662,0.47863273819287616,0.4771977365016937,0.4731776217619578,nan,nan,118.80813,0.5776401,0.5832178,nan,0.077097185,0.091862954,0.8154688,0.81254673,0.8177467,0.5832178,0.34055045,0.3402953,0.33778813,620.8223,413.36868,1803.4359,0.67354405,0.0038016224,0.0054230615,0.00057669607
"(60, 77)",1263.4608,0.640922,0.6441729,0.6399664,0.5000989238421122,0.5041672786076864,0.498159259557724,0.7187097,113.22904,136.43333,0.6112339,0.6154978,2.5086017,0.09053746,0.10934061,0.84726363,0.84380335,0.8478187,0.6154978,0.3572319,0.36007568,0.3559505,609.81256,449.99878,1753.297,0.79668736,0.0044001355,0.005523639,0.0006371085
"(60, 78)",1276.2928,0.6614164,0.66719776,0.66085243,0.4962506691614787,0.502701461315155,0.4947688380877177,0.7525808,114.9357,137.75233,0.6204161,0.6237418,2.6978493,0.08994258,0.10787701,0.85478395,0.8526475,0.85578346,0.6237418,0.37338594,0.3784248,0.37240347,628.1875,465.09033,1699.8348,0.81815773,0.0043608714,0.0054497644,0.0006415346
"(60, 79)",1355.58,0.671546,0.66601825,0.66402346,0.49871955315272015,0.49231743812561035,0.4892878035704295,0.76344085,116.116005,139.38725,0.6084118,0.6142993,2.7301075,0.085710265,0.10295404,0.86169845,0.84114397,0.8466967,0.6142993,0.38111892,0.37623063,0.3739189,681.18384,464.3089,1776.0938,0.8147092,0.003997834,0.005615156,0.00060163205
"(60, 80)",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"(60, 81)",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"(60, 82)",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"(60, 83)",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"(60, 84)",1332.2242,0.6403493,0.64484894,0.6380225,0.48679449160893756,0.4925358295440674,0.4838120937347412,0.73537636,106.59385,126.65147,0.6062248,0.6098034,2.5946238,0.079946265,0.09521795,0.84142756,0.83925015,0.8426144,0.6098034,0.3576617,0.36176172,0.3554404,647.3409,449.1395,1811.8385,0.7870613,0.00384415,0.0054064672,0.00059193186
"(60, 85)",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"(60, 86)",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"(60, 87)",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"(60, 88)",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"(60, 89)",1178.5093,0.543019,0.54072857,0.53648144,0.4388587375481923,0.4369753897190094,0.4303117096424103,0.65978485,101.90455,124.13644,0.5330028,0.5402177,2.016129,0.08607879,0.1052034,0.7713037,0.7709649,0.77783626,0.5402177,0.2883673,0.2867824,0.28259674,517.06604,384.01,1786.8004,0.70371956,0.0043771653,0.005563867,0.000597471
"(60, 90)",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"(60, 91)",1036.4442,0.54293174,0.5515247,0.54444575,0.4901157319545746,0.5002432465553284,0.4900139570236206,0.5838708,99.21697,133.25099,0.5582917,0.5641502,1.551613,0.09572823,0.12856552,0.79782325,0.79471105,0.80004376,0.5641502,0.28616428,0.29207742,0.28610486,511.1815,402.80704,1775.1259,0.6784766,0.004279967,0.005032254,0.0006546195
"(60, 92)",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"(60, 93)",1267.818,0.6254895,0.62485975,0.6218708,0.4994884431362152,0.4990332027276357,0.49396679798762005,0.70247316,113.0536,137.39581,0.58717227,0.5943791,2.3419359,0.08934913,0.10900123,0.8253384,0.82175666,0.8284978,0.5943791,0.3477621,0.3476189,0.34414163,626.14667,430.0262,1804.7734,0.7534248,0.003741717,0.005297121,0.00059738586
"(60, 94)",1239.0261,0.60877085,0.6064576,0.6015518,0.48637911677360535,0.4844837039709091,0.47732891142368317,0.68790317,116.00037,136.84995,0.5807752,0.5869943,2.1661289,0.09336781,0.110732995,0.8199643,0.81559515,0.82135355,0.5869943,0.3341347,0.33272257,0.32786697,600.39465,437.84595,1799.5791,0.7355161,0.0037666257,0.005096535,0.0005980015
"(60, 95)",1206.0043,0.6762396,0.67664075,0.67127526,0.5085541605949402,0.5093824416399002,0.5023793131113052,0.7601614,112.531235,139.02975,0.6266466,0.6304151,2.8225808,0.081861034,0.101683035,0.8627597,0.8583336,0.8619075,0.6304151,0.3851823,0.38573897,0.3805648,707.3834,472.92664,1827.2548,0.8374571,0.0036674133,0.005420386,0.0006052508
"(60, 96)",1330.4397,0.66411465,0.66590184,0.66289157,0.4928171634674072,0.49556082487106323,0.4908241331577301,0.72016126,118.05392,139.46251,0.6081202,0.6130059,2.8999999,0.08328306,0.09850952,0.8445322,0.84122515,0.8458357,0.6130059,0.37753376,0.37948504,0.3760487,700.44135,458.00912,1859.8854,0.79105186,0.0037763217,0.005228041,0.0005612623
"(60, 97)",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"(60, 98)",1232.075,0.57867825,0.5814605,0.5753336,0.4658638685941696,0.4690079689025879,0.4608059972524643,0.6735484,119.46948,135.49734,0.5535666,0.55779696,2.0612903,0.09684969,0.11001027,0.79245555,0.7905457,0.794464,0.5577971,0.31380683,0.31591803,0.31038135,575.44525,413.14215,1829.4558,0.72095525,0.0037938852,0.0051709935,0.0005861684
"(60, 99)",1345.9423,0.6248925,0.6239256,0.6188111,0.4757186472415924,0.4747479061285655,0.4675641556580861,0.7335484,115.05532,139.59479,0.58682716,0.5911688,2.5387096,0.086580396,0.105002485,0.82193404,0.8209832,0.82500416,0.5911688,0.34715763,0.3464199,0.3414463,636.6122,438.0005,1833.7926,0.7779856,0.003704734,0.0053325854,0.00058062485
"(60, 100)",1265.1555,0.5875424,0.5915591,0.5872413,0.45328743755817413,0.4586990922689438,0.4518582969903946,0.70693564,105.83224,130.14424,0.56768006,0.5747371,2.2483866,0.084299155,0.104021415,0.80736494,0.80321467,0.8097135,0.5747371,0.3182152,0.3222198,0.3177678,570.9073,432.4087,1785.6414,0.7480291,0.004144181,0.0052946974,0.00059807685
"(60, 101)",1086.8031,0.56001526,0.5653949,0.5592036,0.48316842317581177,0.49040311574935913,0.48098206520080566,0.61999995,107.495026,134.35838,0.5427138,0.54890674,1.6677415,0.098909386,0.12362716,0.78210235,0.78033525,0.7859221,0.54890674,0.2995644,0.3040499,0.29820886,523.70654,420.23544,1752.9083,0.67929727,0.0039927526,0.00480468,0.0006250417
"(60, 102)",1135.6473,0.5848675,0.58276516,0.57907605,0.5083215832710266,0.5047900527715683,0.4988144040107727,0.6261291,118.96706,138.41397,0.5503652,0.55620193,1.6790323,0.104625314,0.12193291,0.7871984,0.7873144,0.792629,0.5562019,0.31864887,0.31657624,0.3127745,577.7152,413.25128,1815.1749,0.6725949,0.0035555763,0.004887541,0.0005938164
"(60, 103)",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"(60, 104)",1065.4807,0.57257223,0.56855774,0.562426,0.5166888684034348,0.5119147598743439,0.5027803182601929,0.59629023,118.71585,124.79901,0.5578097,0.56360286,1.5983872,0.11127923,0.11733343,0.7970157,0.7943711,0.79968023,0.56360286,0.30824322,0.30543512,0.29997236,549.8447,400.0387,1787.2761,0.6627822,0.0037058769,0.0049453825,0.00062478206
"(60, 105)",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"(60, 106)",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"(60, 107)",1137.9097,0.5288062,0.5248665,0.5189073,0.42787574231624603,0.4234685152769089,0.4151960015296936,0.64564526,97.17139,102.88857,0.5253066,0.53450346,1.7612901,0.08538167,0.09043594,0.7714834,0.7643746,0.772776,0.53450346,0.27626204,0.2734447,0.26809573,488.90515,374.47894,1762.5233,0.5571656,0.003554967,0.004450517,0.0004896717
"(60, 108)",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"(60, 109)",1209.7507,0.59394914,0.594336,0.5947079,0.480337530374527,0.481663316488266,0.4802303910255432,0.67634416,111.66994,131.39354,0.55895984,0.56945086,2.067742,0.09348865,0.11188669,0.80375355,0.7955468,0.80521035,0.56945086,0.32430694,0.32536086,0.32439947,534.7057,409.73117,1703.0574,0.7343337,0.004544741,0.0053358614,0.00065886014
"(60, 110)",1194.0182,0.55540705,0.5551617,0.5523931,0.4424667954444885,0.44299300014972687,0.43826042115688324,0.6772581,109.397064,128.38492,0.5288077,0.53669596,nan,0.09252634,0.10960613,0.7724433,0.76800823,0.7752689,0.53669596,0.2980538,0.29860103,0.29540378,524.0788,395.23047,1751.6104,0.6972778,0.0041837636,0.005234982,0.0005885293
"(60, 111)",972.3874,0.52472264,0.52797276,0.52762395,0.4783557057380676,0.48266100883483887,0.4806337058544159,0.57290334,96.657,116.41991,0.5160745,0.52511996,nan,0.09940174,0.11972585,0.7575417,0.7558088,0.76408035,0.52511996,0.27405158,0.2765181,0.27535665,463.49423,382.42197,1697.2975,0.57257265,0.003919262,0.0045858813,0.00058883184
"(60, 112)",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"(60, 113)",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"(60, 114)",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"(60, 115)",1031.986,nan,nan,nan,nan,nan,nan,0.58338714,nan,73.590256,nan,nan,nan,nan,0.072411,nan,nan,nan,nan,nan,nan,nan,nan,nan,1745.845,nan,0.00397656,0.0045532025,0.00043364736
"(60, 116)",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"(60, 117)",1297.6849,0.6419007,0.6433747,0.6393556,0.5027246475219727,0.5047942250967026,0.4983476996421814,0.72145164,117.5196,135.27954,0.5997751,0.60614014,2.516129,0.090625055,0.10531134,0.83509463,0.832986,0.8388883,0.60614014,0.35979146,0.3612203,0.35678077,638.5375,450.8347,1796.3728,0.77896523,0.0039851414,0.005455468,0.00060393766
"(60, 118)",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"(60, 119)",1282.1473,0.6372723,0.6399978,0.63219994,0.49440135558446247,0.49910149971644086,0.48882495363553363,0.7221505,117.463776,133.68056,0.5967083,0.60100967,2.413978,0.09174863,0.104680955,0.83474976,0.8305996,0.83459836,0.60100967,0.35629073,0.35966146,0.35223302,628.50543,446.95517,1774.1339,0.8128844,0.004010511,0.005579062,0.0006335684
"(60, 120)",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"(60, 121)",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"(60, 122)",1248.9722,0.6455231,0.6513281,0.6477733,0.5144066015879313,nan,nan,0.7098925,116.13195,137.57536,0.60038906,0.6060219,2.3634408,0.09956968,0.11083063,0.84073466,0.8340686,0.8393294,0.6060218,0.36229837,0.3680406,0.36403838,610.0395,453.00943,1762.0397,0.7742274,0.004615667,0.0058767367,0.00062219874
"(60, 123)",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"(60, 124)",1221.2076,0.63989586,0.64522964,0.640723,0.5300132830937704,nan,nan,0.6787097,116.38316,140.04512,0.58954245,0.59555364,2.1322582,0.10280407,0.11481715,0.82865715,0.8241248,0.8297086,0.59555364,0.3595636,0.36489072,0.35998037,651.38605,445.55356,1802.0609,0.7856197,0.0037024235,0.0053228033,0.0006452
"(60, 125)",1242.6201,0.62906224,0.6320054,0.63109344,0.5144969125588735,0.5190434952576956,0.516213615735372,0.68193537,121.58685,133.19804,0.5811049,0.5890642,2.1043012,0.10416931,0.10725408,0.82174397,0.8159916,0.8233502,0.5890642,0.35079587,0.3539134,0.35198712,609.78156,443.96066,1822.6237,0.7477639,0.004287403,0.0054216194,0.00060203596
"(60, 126)",1232.329,0.62043166,0.62171227,0.61819506,0.506159762541453,0.5085389117399851,0.502969354391098,0.6791398,120.52219,134.55101,0.58270514,0.58828735,2.0913975,0.097221114,0.109499894,0.82228345,0.817342,0.8225083,0.5882874,0.3435707,0.34515297,0.34139645,624.7504,441.68393,1812.9259,0.7757068,0.003912311,0.005346717,0.0006321178
"(60, 127)",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"(60, 128)",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"(60, 129)",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"(60, 130)",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"(60, 131)",1162.3953,0.66298944,0.66619706,0.65931714,0.5492158532142639,0.5520411133766174,0.5426219701766968,0.68612903,116.92148,139.04305,0.61509186,0.61765724,2.2032263,0.100586675,0.1196177,0.8443575,0.8475526,0.84996456,0.61765724,0.37683293,0.37877145,0.3723087,631.88654,499.52686,1694.1351,0.86769843,0.0050076623,0.0054803775,0.0007464745
"(60, 132)",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"(60, 133)",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"(60, 134)",1204.8811,0.5824195,0.5842141,0.5774965,0.4816153645515442,0.4840290993452072,0.47414329648017883,0.6646775,117.08895,111.13584,0.53520525,0.54105675,2.1,0.09601125,0.0924429,0.77496743,0.7703748,0.77626956,0.54105675,0.32053584,0.32208502,0.31547338,581.4786,404.03397,1813.7738,0.6513349,0.003595979,0.0049656164,0.00054033566
"(60, 135)",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"(60, 136)",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"(60, 137)",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"(60, 138)",1198.8125,0.6553431,0.6675782,0.6605046,0.5133903920650482,0.5278693288564682,0.517101377248764,0.6931183,127.16138,132.57845,0.6168371,0.6194792,2.2709672,0.105974734,0.110563815,0.8530485,0.8491667,0.851656,0.6194792,0.36835662,0.37931284,0.3727479,640.1812,450.3387,1730.7583,0.76336306,0.0041407226,0.0050849817,0.0006379719
"(60, 139)",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"(60, 140)",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"(60, 141)",1247.9186,0.6181231,0.6302258,0.6261798,0.4810344974199931,0.49578577280044556,0.4895637432734172,0.7123656,124.697105,127.29879,0.58565754,0.59199303,2.4354842,0.09794319,0.09929609,0.82761496,0.8198557,0.8256976,0.59199303,0.34162283,0.35218298,0.347842,615.9784,456.66232,1758.5481,0.7885201,0.004831011,0.005369979,0.0006381653
"(60, 142)",1301.9912,0.6781685,0.6889465,0.68229073,0.5239507704973221,0.5337935537099838,0.5248777568340302,0.7249461,128.06255,127.51882,0.62263286,0.6255689,2.536559,0.09825801,0.09775392,0.8595619,0.8545823,0.8573769,0.6255689,0.3866645,0.3969446,0.39044628,698.2404,476.5045,1795.0532,0.8299043,0.0038996164,0.0056988657,0.0006791724
"(60, 143)",1264.4098,0.65397555,0.6615555,0.65743864,0.5157417953014374,0.5237066149711609,0.5153724402189255,0.7030106,125.00015,125.27261,0.5998129,0.60373217,2.4053757,0.098960124,0.098914646,0.8376977,0.83321506,0.8368745,0.60373217,0.36988103,0.3768038,0.37265098,668.38434,463.07944,1795.186,0.8626391,0.0041438737,0.0058206446,0.00069017726
